suburb,state,postcode,details,suburb_hyphen,link
apsley,vic,3319,,apsley,https://www.realestate.com.au/vic/apsley-3319/
apsley,tas,7030,,apsley,https://www.realestate.com.au/tas/apsley-7030/
douglas-apsley,tas,7215,,douglas-apsley,https://www.realestate.com.au/tas/douglas-apsley-7215/
arable,nsw,2630,,arable,https://www.realestate.com.au/nsw/arable-2630/
arakoon,nsw,2431,,arakoon,https://www.realestate.com.au/nsw/arakoon-2431/
araluen,nt,0870,,araluen,https://www.realestate.com.au/nt/araluen-0870/
araluen,nsw,2622,,araluen,https://www.realestate.com.au/nsw/araluen-2622/
araluen,qld,4570,,araluen,https://www.realestate.com.au/qld/araluen-4570/
aramac,qld,4726,,aramac,https://www.realestate.com.au/qld/aramac-4726/
aramara,qld,4620,,aramara,https://www.realestate.com.au/qld/aramara-4620/
north aramara,qld,4620,,north-aramara,https://www.realestate.com.au/qld/north-aramara-4620/
arana hills,qld,4054,,arana-hills,https://www.realestate.com.au/qld/arana-hills-4054/
aranbanga,qld,4625,,aranbanga,https://www.realestate.com.au/qld/aranbanga-4625/
aranda,act,2614,,aranda,https://www.realestate.com.au/act/aranda-2614/
arapiles,vic,3409,,arapiles,https://www.realestate.com.au/vic/arapiles-3409/
ararat,vic,3377,,ararat,https://www.realestate.com.au/vic/ararat-3377/
aratula,nsw,2714,,aratula,https://www.realestate.com.au/nsw/aratula-2714/
aratula,qld,4309,,aratula,https://www.realestate.com.au/qld/aratula-4309/
arawata,vic,3951,,arawata,https://www.realestate.com.au/vic/arawata-3951/
arbouin,qld,4892,,arbouin,https://www.realestate.com.au/qld/arbouin-4892/
arbuckle,vic,3858,,arbuckle,https://www.realestate.com.au/vic/arbuckle-3858/
arcadia,nsw,2159,,arcadia,https://www.realestate.com.au/nsw/arcadia-2159/
arcadia,vic,3631,,arcadia,https://www.realestate.com.au/vic/arcadia-3631/
arcadia,qld,4819,,arcadia,https://www.realestate.com.au/qld/arcadia-4819/
arcadia south,vic,3631,,arcadia-south,https://www.realestate.com.au/vic/arcadia-south-3631/
arcadia vale,nsw,2283,,arcadia-vale,https://www.realestate.com.au/nsw/arcadia-vale-2283/
arcadia valley,qld,4454,,arcadia-valley,https://www.realestate.com.au/qld/arcadia-valley-4454/
archdale,vic,3475,,archdale,https://www.realestate.com.au/vic/archdale-3475/
archdale junction,vic,3475,,archdale-junction,https://www.realestate.com.au/vic/archdale-junction-3475/
archer,nt,0830,,archer,https://www.realestate.com.au/nt/archer-0830/
archer river,qld,4892,,archer-river,https://www.realestate.com.au/qld/archer-river-4892/
archerfield,qld,4108,,archerfield,https://www.realestate.com.au/qld/archerfield-4108/
archerfield bc,qld,4108,po boxes & locked bags,archerfield-bc,https://www.realestate.com.au/qld/archerfield-bc-4108/
archerton,vic,3723,,archerton,https://www.realestate.com.au/vic/archerton-3723/
mount archer,qld,4514,somerset regional council,mount-archer,https://www.realestate.com.au/qld/mount-archer-4514/
mount archer,qld,4701,rockhampton regional council,mount-archer,https://www.realestate.com.au/qld/mount-archer-4701/
archies creek,vic,3995,,archies-creek,https://www.realestate.com.au/vic/archies-creek-3995/
arckaringa,sa,5723,,arckaringa,https://www.realestate.com.au/sa/arckaringa-5723/
arcoona,sa,5720,,arcoona,https://www.realestate.com.au/sa/arcoona-5720/
arcturus,qld,4702,,arcturus,https://www.realestate.com.au/qld/arcturus-4702/
ardath,wa,6419,,ardath,https://www.realestate.com.au/wa/ardath-6419/
ardeer,vic,3022,,ardeer,https://www.realestate.com.au/vic/ardeer-3022/
ardglen,nsw,2338,,ardglen,https://www.realestate.com.au/nsw/ardglen-2338/
arding,nsw,2358,,arding,https://www.realestate.com.au/nsw/arding-2358/
ardlethan,nsw,2665,,ardlethan,https://www.realestate.com.au/nsw/ardlethan-2665/
ardmona,vic,3629,,ardmona,https://www.realestate.com.au/vic/ardmona-3629/
ardross,wa,6153,,ardross,https://www.realestate.com.au/wa/ardross-6153/
ardrossan,sa,5571,,ardrossan,https://www.realestate.com.au/sa/ardrossan-5571/
areegra,vic,3480,,areegra,https://www.realestate.com.au/vic/areegra-3480/
areyonga,nt,0872,,areyonga,https://www.realestate.com.au/nt/areyonga-0872/
argalong,nsw,2720,,argalong,https://www.realestate.com.au/nsw/argalong-2720/
argenton,nsw,2284,,argenton,https://www.realestate.com.au/nsw/argenton-2284/
argents hill,nsw,2449,,argents-hill,https://www.realestate.com.au/nsw/argents-hill-2449/
argoon,nsw,2707,,argoon,https://www.realestate.com.au/nsw/argoon-2707/
argyle,nsw,2350,,argyle,https://www.realestate.com.au/nsw/argyle-2350/
argyle,vic,3523,,argyle,https://www.realestate.com.au/vic/argyle-3523/
argyle,wa,6239,,argyle,https://www.realestate.com.au/wa/argyle-6239/
lake argyle,wa,6743,,lake-argyle,https://www.realestate.com.au/wa/lake-argyle-6743/
argyll,qld,4721,,argyll,https://www.realestate.com.au/qld/argyll-4721/
ariah park,nsw,2665,,ariah-park,https://www.realestate.com.au/nsw/ariah-park-2665/
arkaroola,sa,5732,,arkaroola,https://www.realestate.com.au/sa/arkaroola-5732/
arkaroola village,sa,5701,,arkaroola-village,https://www.realestate.com.au/sa/arkaroola-village-5701/
arkell,nsw,2795,,arkell,https://www.realestate.com.au/nsw/arkell-2795/
arkstone,nsw,2795,,arkstone,https://www.realestate.com.au/nsw/arkstone-2795/
armadale,vic,3143,,armadale,https://www.realestate.com.au/vic/armadale-3143/
armadale,wa,6112,,armadale,https://www.realestate.com.au/wa/armadale-6112/
armadale north,vic,3143,,armadale-north,https://www.realestate.com.au/vic/armadale-north-3143/
armagh,sa,5453,,armagh,https://www.realestate.com.au/sa/armagh-5453/
armatree,nsw,2828,,armatree,https://www.realestate.com.au/nsw/armatree-2828/
armidale,nsw,2350,,armidale,https://www.realestate.com.au/nsw/armidale-2350/
armidale dc,nsw,2350,po boxes & locked bags,armidale-dc,https://www.realestate.com.au/nsw/armidale-dc-2350/
west armidale,nsw,2350,care po,west-armidale,https://www.realestate.com.au/nsw/west-armidale-2350/
armstrong,vic,3377,,armstrong,https://www.realestate.com.au/vic/armstrong-3377/
armstrong beach,qld,4737,,armstrong-beach,https://www.realestate.com.au/qld/armstrong-beach-4737/
armstrong creek,vic,3217,,armstrong-creek,https://www.realestate.com.au/vic/armstrong-creek-3217/
armstrong creek,qld,4520,,armstrong-creek,https://www.realestate.com.au/qld/armstrong-creek-4520/
arncliffe,nsw,2205,,arncliffe,https://www.realestate.com.au/nsw/arncliffe-2205/
arndell park,nsw,2148,,arndell-park,https://www.realestate.com.au/nsw/arndell-park-2148/
arno bay,sa,5603,,arno-bay,https://www.realestate.com.au/sa/arno-bay-5603/
arnold,nt,0852,,arnold,https://www.realestate.com.au/nt/arnold-0852/
arnold,vic,3551,,arnold,https://www.realestate.com.au/vic/arnold-3551/
arnold west,vic,3551,,arnold-west,https://www.realestate.com.au/vic/arnold-west-3551/
aroona,qld,4551,,aroona,https://www.realestate.com.au/qld/aroona-4551/
arrawarra,nsw,2456,,arrawarra,https://www.realestate.com.au/nsw/arrawarra-2456/
arrawarra headland,nsw,2456,,arrawarra-headland,https://www.realestate.com.au/nsw/arrawarra-headland-2456/
arriga,qld,4880,,arriga,https://www.realestate.com.au/qld/arriga-4880/
arrino,wa,6519,,arrino,https://www.realestate.com.au/wa/arrino-6519/
arrowsmith,wa,6525,,arrowsmith,https://www.realestate.com.au/wa/arrowsmith-6525/
arrowsmith east,wa,6519,,arrowsmith-east,https://www.realestate.com.au/wa/arrowsmith-east-6519/
artarmon,nsw,2064,,artarmon,https://www.realestate.com.au/nsw/artarmon-2064/
arthur river,wa,6315,,arthur-river,https://www.realestate.com.au/wa/arthur-river-6315/
arthur river,tas,7330,,arthur-river,https://www.realestate.com.au/tas/arthur-river-7330/
arthurs creek,vic,3099,,arthurs-creek,https://www.realestate.com.au/vic/arthurs-creek-3099/
arthurs lake,tas,7030,,arthurs-lake,https://www.realestate.com.au/tas/arthurs-lake-7030/
arthurs seat,vic,3936,,arthurs-seat,https://www.realestate.com.au/vic/arthurs-seat-3936/
arthurton,sa,5572,,arthurton,https://www.realestate.com.au/sa/arthurton-5572/
arthurville,nsw,2820,,arthurville,https://www.realestate.com.au/nsw/arthurville-2820/
arumbera,nt,0873,,arumbera,https://www.realestate.com.au/nt/arumbera-0873/
arumpo,nsw,2715,,arumpo,https://www.realestate.com.au/nsw/arumpo-2715/
arundel,qld,4214,,arundel,https://www.realestate.com.au/qld/arundel-4214/
arundel dc,qld,4214,po boxes,arundel-dc,https://www.realestate.com.au/qld/arundel-dc-4214/
ascot,vic,3364,city of ballarat,ascot,https://www.realestate.com.au/vic/ascot-3364/
ascot,vic,3551,city of bendigo,ascot,https://www.realestate.com.au/vic/ascot-3551/
ascot,qld,4007,brisbane city council,ascot,https://www.realestate.com.au/qld/ascot-4007/
ascot,qld,4359,toowoomba regional council,ascot,https://www.realestate.com.au/qld/ascot-4359/
ascot,wa,6104,,ascot,https://www.realestate.com.au/wa/ascot-6104/
ascot park,sa,5043,,ascot-park,https://www.realestate.com.au/sa/ascot-park-5043/
ascot vale,vic,3032,,ascot-vale,https://www.realestate.com.au/vic/ascot-vale-3032/
ashbourne,vic,3442,,ashbourne,https://www.realestate.com.au/vic/ashbourne-3442/
ashbourne,sa,5157,,ashbourne,https://www.realestate.com.au/sa/ashbourne-5157/
ashburton,vic,3147,,ashburton,https://www.realestate.com.au/vic/ashburton-3147/
ashbury,nsw,2193,,ashbury,https://www.realestate.com.au/nsw/ashbury-2193/
ashby,nsw,2463,,ashby,https://www.realestate.com.au/nsw/ashby-2463/
ashby,wa,6065,,ashby,https://www.realestate.com.au/wa/ashby-6065/
ashby heights,nsw,2463,,ashby-heights,https://www.realestate.com.au/nsw/ashby-heights-2463/
ashby island,nsw,2463,,ashby-island,https://www.realestate.com.au/nsw/ashby-island-2463/
ashcroft,nsw,2168,,ashcroft,https://www.realestate.com.au/nsw/ashcroft-2168/
ashendon,wa,6111,,ashendon,https://www.realestate.com.au/wa/ashendon-6111/
ashfield,nsw,2131,,ashfield,https://www.realestate.com.au/nsw/ashfield-2131/
ashfield,qld,4670,,ashfield,https://www.realestate.com.au/qld/ashfield-4670/
ashfield,wa,6054,,ashfield,https://www.realestate.com.au/wa/ashfield-6054/
ashford,nsw,2361,,ashford,https://www.realestate.com.au/nsw/ashford-2361/
ashford,sa,5035,,ashford,https://www.realestate.com.au/sa/ashford-5035/
ashgrove,qld,4060,,ashgrove,https://www.realestate.com.au/qld/ashgrove-4060/
ashgrove east,qld,4060,po boxes,ashgrove-east,https://www.realestate.com.au/qld/ashgrove-east-4060/
ashley,nsw,2400,,ashley,https://www.realestate.com.au/nsw/ashley-2400/
ashmont,nsw,2650,,ashmont,https://www.realestate.com.au/nsw/ashmont-2650/
ashmore,qld,4214,,ashmore,https://www.realestate.com.au/qld/ashmore-4214/
ashmore city,qld,4214,po boxes & locked bags,ashmore-city,https://www.realestate.com.au/qld/ashmore-city-4214/
ashton,sa,5137,,ashton,https://www.realestate.com.au/sa/ashton-5137/
ashtonfield,nsw,2323,,ashtonfield,https://www.realestate.com.au/nsw/ashtonfield-2323/
ashville,sa,5259,,ashville,https://www.realestate.com.au/sa/ashville-5259/
ashwell,qld,4340,,ashwell,https://www.realestate.com.au/qld/ashwell-4340/
ashwood,vic,3147,,ashwood,https://www.realestate.com.au/vic/ashwood-3147/
aspendale,vic,3195,,aspendale,https://www.realestate.com.au/vic/aspendale-3195/
aspendale gardens,vic,3195,,aspendale-gardens,https://www.realestate.com.au/vic/aspendale-gardens-3195/
aspley,qld,4034,,aspley,https://www.realestate.com.au/qld/aspley-4034/
asquith,nsw,2077,,asquith,https://www.realestate.com.au/nsw/asquith-2077/
athelstone,sa,5076,,athelstone,https://www.realestate.com.au/sa/athelstone-5076/
atherton,qld,4883,,atherton,https://www.realestate.com.au/qld/atherton-4883/
athlone,vic,3818,,athlone,https://www.realestate.com.au/vic/athlone-3818/
athol,qld,4350,,athol,https://www.realestate.com.au/qld/athol-4350/
athol park,sa,5012,,athol-park,https://www.realestate.com.au/sa/athol-park-5012/
atholwood,nsw,2361,,atholwood,https://www.realestate.com.au/nsw/atholwood-2361/
blair athol,nsw,2560,,blair-athol,https://www.realestate.com.au/nsw/blair-athol-2560/
blair athol,sa,5084,,blair-athol,https://www.realestate.com.au/sa/blair-athol-5084/
atitjere,nt,0872,,atitjere,https://www.realestate.com.au/nt/atitjere-0872/
atkinsons dam,qld,4311,,atkinsons-dam,https://www.realestate.com.au/qld/atkinsons-dam-4311/
attadale,wa,6156,,attadale,https://www.realestate.com.au/wa/attadale-6156/
attunga,nsw,2345,,attunga,https://www.realestate.com.au/nsw/attunga-2345/
attwood,vic,3049,,attwood,https://www.realestate.com.au/vic/attwood-3049/
atwell,wa,6164,,atwell,https://www.realestate.com.au/wa/atwell-6164/
aubigny,qld,4401,,aubigny,https://www.realestate.com.au/qld/aubigny-4401/
aubin grove,wa,6164,,aubin-grove,https://www.realestate.com.au/wa/aubin-grove-6164/
aubrey,vic,3393,,aubrey,https://www.realestate.com.au/vic/aubrey-3393/
auburn,nsw,2144,,auburn,https://www.realestate.com.au/nsw/auburn-2144/
auburn,vic,3123,,auburn,https://www.realestate.com.au/vic/auburn-3123/
auburn,qld,4413,,auburn,https://www.realestate.com.au/qld/auburn-4413/
auburn,sa,5451,,auburn,https://www.realestate.com.au/sa/auburn-5451/
auburn south,vic,3122,,auburn-south,https://www.realestate.com.au/vic/auburn-south-3122/
auburn vale,nsw,2360,,auburn-vale,https://www.realestate.com.au/nsw/auburn-vale-2360/
auchenflower,qld,4066,,auchenflower,https://www.realestate.com.au/qld/auchenflower-4066/
auchmore,vic,3570,,auchmore,https://www.realestate.com.au/vic/auchmore-3570/
audley,nsw,2232,,audley,https://www.realestate.com.au/nsw/audley-2232/
augathella,qld,4477,,augathella,https://www.realestate.com.au/qld/augathella-4477/
augusta,wa,6290,,augusta,https://www.realestate.com.au/wa/augusta-6290/
east augusta,wa,6290,,east-augusta,https://www.realestate.com.au/wa/east-augusta-6290/
port augusta,sa,5700,,port-augusta,https://www.realestate.com.au/sa/port-augusta-5700/
port augusta,sa,5701,po bags,port-augusta,https://www.realestate.com.au/sa/port-augusta-5701/
port augusta north,sa,5700,po boxes,port-augusta-north,https://www.realestate.com.au/sa/port-augusta-north-5700/
port augusta west,sa,5700,,port-augusta-west,https://www.realestate.com.au/sa/port-augusta-west-5700/
augustine heights,qld,4300,,augustine-heights,https://www.realestate.com.au/qld/augustine-heights-4300/
auldana,sa,5072,,auldana,https://www.realestate.com.au/sa/auldana-5072/
aurukun,qld,4892,,aurukun,https://www.realestate.com.au/qld/aurukun-4892/
austinmer,nsw,2515,,austinmer,https://www.realestate.com.au/nsw/austinmer-2515/
austins ferry,tas,7011,,austins-ferry,https://www.realestate.com.au/tas/austins-ferry-7011/
austinville,qld,4213,,austinville,https://www.realestate.com.au/qld/austinville-4213/
austral,nsw,2179,,austral,https://www.realestate.com.au/nsw/austral-2179/
austral eden,nsw,2440,,austral-eden,https://www.realestate.com.au/nsw/austral-eden-2440/
australia fair,qld,4215,po boxes & locked bags,australia-fair,https://www.realestate.com.au/qld/australia-fair-4215/
australia plains,sa,5374,,australia-plains,https://www.realestate.com.au/sa/australia-plains-5374/
australian defence forces,nsw,2890,,australian-defence-forces,https://www.realestate.com.au/nsw/australian-defence-forces-2890/
australind,wa,6233,,australind,https://www.realestate.com.au/wa/australind-6233/
avalon,vic,3212,,avalon,https://www.realestate.com.au/vic/avalon-3212/
avalon beach,nsw,2107,,avalon-beach,https://www.realestate.com.au/nsw/avalon-beach-2107/
aveley,wa,6069,,aveley,https://www.realestate.com.au/wa/aveley-6069/
avenel,vic,3664,,avenel,https://www.realestate.com.au/vic/avenel-3664/
avenell heights,qld,4670,,avenell-heights,https://www.realestate.com.au/qld/avenell-heights-4670/
avenue range,sa,5273,,avenue-range,https://www.realestate.com.au/sa/avenue-range-5273/
avisford,nsw,2850,,avisford,https://www.realestate.com.au/nsw/avisford-2850/
avoca,nsw,2577,,avoca,https://www.realestate.com.au/nsw/avoca-2577/
avoca,vic,3467,,avoca,https://www.realestate.com.au/vic/avoca-3467/
avoca,qld,4670,,avoca,https://www.realestate.com.au/qld/avoca-4670/
avoca,tas,7213,,avoca,https://www.realestate.com.au/tas/avoca-7213/
avoca beach,nsw,2251,,avoca-beach,https://www.realestate.com.au/nsw/avoca-beach-2251/
avoca dell,sa,5253,,avoca-dell,https://www.realestate.com.au/sa/avoca-dell-5253/
avoca vale,qld,4314,,avoca-vale,https://www.realestate.com.au/qld/avoca-vale-4314/
north avoca,nsw,2260,,north-avoca,https://www.realestate.com.au/nsw/north-avoca-2260/
avon,nsw,2574,,avon,https://www.realestate.com.au/nsw/avon-2574/
avon,sa,5501,,avon,https://www.realestate.com.au/sa/avon-5501/
avon plains,vic,3477,,avon-plains,https://www.realestate.com.au/vic/avon-plains-3477/
avon valley national park,wa,6084,,avon-valley-national-park,https://www.realestate.com.au/wa/avon-valley-national-park-6084/
avondale,nsw,2530,,avondale,https://www.realestate.com.au/nsw/avondale-2530/
avondale,qld,4670,,avondale,https://www.realestate.com.au/qld/avondale-4670/
avondale heights,vic,3034,,avondale-heights,https://www.realestate.com.au/vic/avondale-heights-3034/
avonmore,vic,3559,,avonmore,https://www.realestate.com.au/vic/avonmore-3559/
avonside,nsw,2628,,avonside,https://www.realestate.com.au/nsw/avonside-2628/
avonsleigh,vic,3782,,avonsleigh,https://www.realestate.com.au/vic/avonsleigh-3782/
rich avon,vic,3480,,rich-avon,https://www.realestate.com.au/vic/rich-avon-3480/
rich avon east,vic,3480,,rich-avon-east,https://www.realestate.com.au/vic/rich-avon-east-3480/
rich avon west,vic,3480,,rich-avon-west,https://www.realestate.com.au/vic/rich-avon-west-3480/
awaba,nsw,2283,,awaba,https://www.realestate.com.au/nsw/awaba-2283/
axe creek,vic,3551,,axe-creek,https://www.realestate.com.au/vic/axe-creek-3551/
axedale,vic,3551,,axedale,https://www.realestate.com.au/vic/axedale-3551/
ayers range south,sa,0872,,ayers-range-south,https://www.realestate.com.au/sa/ayers-range-south-0872/
aylmerton,nsw,2575,,aylmerton,https://www.realestate.com.au/nsw/aylmerton-2575/
ayr,qld,4807,,ayr,https://www.realestate.com.au/qld/ayr-4807/
ayrford,vic,3268,,ayrford,https://www.realestate.com.au/vic/ayrford-3268/
ayton,qld,4895,,ayton,https://www.realestate.com.au/qld/ayton-4895/
baan baa,nsw,2390,,baan-baa,https://www.realestate.com.au/nsw/baan-baa-2390/
baandee,wa,6412,,baandee,https://www.realestate.com.au/wa/baandee-6412/
